Track URI,Track Name,Artist Name(s),Album URI,Explicit,Popularity,Danceability,Energy,Key,Loudness,Mode,Speechiness,Acousticness,Instrumentalness,Liveness,Valence,Tempo,Time Signature
spotify:track:37f4ITSlgPX81ad2EvmVQr,Fight Song,Rachel Platten,spotify:album:0mFDIOqypzHp6Xd0el1hoT,False,80,0.564,0.714,7.0,-4.987,1.0,0.129,0.0549,0.0,0.155,0.33,175.924,4.0
spotify:track:1ML2r3gzmd9776dmnlGYlh,Hands Of Love,Miley Cyrus,spotify:album:59ZRjqjHEKcBvKKbCn7PmT,False,49,0.442,0.542,0.0,-7.356,1.0,0.033,0.38,0.000117,0.085,0.139,144.006,4.0
spotify:track:0b18g3G5spr4ZCkz7Y6Q0Q,Rasputin,"Majestic, Boney M.",spotify:album:6PzYuR9c0CYCPJTnqylPhd,False,81,0.758,0.913,6.0,-2.926,0.0,0.113,0.00364,6.92e-05,0.193,0.658,128.04,4.0
spotify:track:1JBlWcwiTsQifo3FIzqLeh,Be Right There,"Diplo, Sleepy Tom",spotify:album:6COyfLNUUSsBziesrpr378,False,51,0.695,0.796,7.0,-5.199,1.0,0.0548,0.00251,0.117,0.664,0.297,124.986,4.0
spotify:track:79SpCqY9GZWV1sZPr6XmY4,She Kissed Me,Sananda Maitreya,spotify:album:2LZdObLqYP8LxDAHZP34fz,False,26,0.494,0.96,7.0,-5.885,0.0,0.0947,0.00964,0.000309,0.746,0.464,133.177,4.0
spotify:track:7D3woUaa3J2wCsVy3pSbXH,Before the Worst,The Script,spotify:album:1r5J0N6Ep181K0i8YuTYgO,False,50,0.602,0.919,8.0,-4.204,0.0,0.0427,0.122,0.0,0.692,0.393,115.077,4.0
spotify:track:39C5FuZ8C8M0QI8CrMsPkR,Foreplay / Long Time,Boston,spotify:album:2QLp07RO6anZHmtcKTEvSC,False,66,0.435,0.657,5.0,-8.868,1.0,0.0545,0.00983,0.00748,0.0923,0.209,118.704,4.0
spotify:track:3dvaZd1eOBYCewZXqQ8nA6,Poison Ivy,Billy Thorpe & The Aztecs,spotify:album:3cJuy4g8vnye5101NGQtmC,False,30,0.63,0.852,2.0,-6.52,0.0,0.0532,0.681,0.0,0.292,0.914,130.105,4.0
spotify:track:6sHsXIJoEN5JpdkGMQDJxt,The Boy Is Mine,"Brandy, Monica",spotify:album:1Co6e9ag1gRKcWdG7xKcCi,False,76,0.704,0.707,1.0,-6.537,0.0,0.0391,0.539,0.00106,0.318,0.761,93.145,4.0
spotify:track:6PgVDY8GTkxF3GmhVGPzoB,"Hold On, I'm Comin'",Sam & Dave,spotify:album:2PBsbww0MYw9F1JzyYWIEO,False,74,0.803,0.338,6.0,-14.029,1.0,0.0349,0.196,0.038,0.097,0.912,106.841,4.0
spotify:track:4wH4dJgrsxONID6KS2tDQM,Maneater,Nelly Furtado,spotify:album:2yboV2QBcVGEhcRlYuPpDT,False,84,0.796,0.777,6.0,-4.81,1.0,0.0397,0.0261,0.000358,0.121,0.787,132.722,4.0
spotify:track:5VPy7NeI6uCRCcZp3VIqsJ,Even When I'm Sleeping,Leonardo's Bride,spotify:album:2LsVtEwJVynQBCL83ZYMkZ,False,47,0.653,0.345,5.0,-7.137,1.0,0.0246,0.533,0.0,0.0881,0.416,80.037,4.0
spotify:track:30cSNer6TV8x2utjULVeQ5,SOS,Rihanna,spotify:album:2JdjS6jjOml7nt7Yjo0nnh,False,79,0.677,0.671,7.0,-4.905,1.0,0.0361,0.004,5.07e-05,0.413,0.527,137.046,4.0
spotify:track:5Lm8wha7kmEuqyjJ237HNM,Cheers (Drink To That),Rihanna,spotify:album:7vN82vd1Vq44fjlhjfvHJp,False,56,0.572,0.913,9.0,-3.626,1.0,0.0425,0.018,0.0,0.293,0.724,79.986,4.0
spotify:track:7BLKBIoijWCkDyOATEr5vW,Cherish,Madonna,spotify:album:43lok9zd7BW5CoYkXZs7S0,False,54,0.692,0.875,2.0,-4.528,1.0,0.0345,0.289,3.27e-05,0.0675,0.9,131.877,4.0
spotify:track:62yJjFtgkhUrXktIoSjgP2,Radioactive,Imagine Dragons,spotify:album:6nxDQi0FeEwccEPJeNySoS,False,83,0.448,0.784,9.0,-3.686,1.0,0.0627,0.106,0.000108,0.668,0.236,136.245,4.0
spotify:track:4Tv1rpYwKwVyQLVTpxbubq,The Show Must Go On - 2010 Remastered Version,Leo Sayer,spotify:album:3IL4csX1tS2G3u3SYvciqg,False,27,0.681,0.851,5.0,-6.817,1.0,0.0489,0.464,1.22e-05,0.199,0.438,100.724,4.0
spotify:track:1jaTQ3nqY3oAAYyCTbIvnM,WHATS POPPIN,Jack Harlow,spotify:album:7AaqMMiYMvnMB3RcS8u3EY,True,79,0.923,0.604,11.0,-6.671,0.0,0.245,0.017,0.0,0.272,0.826,145.062,4.0
spotify:track:6gBv6ujrI1Ta5wE8FtgMFX,Ave Mary A,P!nk,spotify:album:21tsMIrRLUKFwfvX9oxQZR,False,39,0.61,0.914,5.0,-4.132,1.0,0.0424,0.0035,1.09e-05,0.0781,0.508,119.912,4.0
spotify:track:1IsvXZXAV9EBC4hBKW6yDN,Missing - Todd Terry Remix / Radio Edit,Everything But The Girl,spotify:album:3fZbJRKdX4TAoC43xo5kWK,False,69,0.739,0.853,9.0,-6.539,0.0,0.0296,0.0217,0.00357,0.057,0.652,123.509,4.0
spotify:track:6naxalmIoLFWR0siv8dnQQ,Oops!...I Did It Again,Britney Spears,spotify:album:5PmgtkodFl2Om3hMXONDll,False,82,0.751,0.834,1.0,-5.444,0.0,0.0437,0.3,1.77e-05,0.355,0.894,95.053,4.0
spotify:track:7N0m9xZWigSMCzhB7wI3FX,Sing My Love,"Zank, STORME",spotify:album:0z5c9gnAqCh9br91PUmVvM,False,9,0.649,0.804,9.0,-7.251,0.0,0.0301,0.00738,0.234,0.152,0.822,123.026,4.0
spotify:track:44AauRai27QWKEx4dKn0oU,500 Miles Away from Home,Bobby Bare,spotify:album:06zl9w7hWWtjxFt76bMZEE,False,52,0.501,0.429,7.0,-10.803,1.0,0.0293,0.669,0.0,0.539,0.551,108.948,4.0
spotify:track:3fjA8feYyRg4wcxpNhyi73,Harley & Rose,The Black Sorrows,spotify:album:25H4oWFqYPhwEhu0s7yXrk,False,51,0.641,0.63,7.0,-15.264,1.0,0.0404,0.092,1.66e-05,0.178,0.562,103.91,4.0
spotify:track:1ZA8L9IOkRhmmz4nPXXx7h,Hotel California - 2013 Remaster,Eagles,spotify:album:21SQdfthbXUibmA8Jtf30b,False,59,0.579,0.508,2.0,-9.484,1.0,0.027,0.00574,0.000494,0.0575,0.609,147.125,4.0
spotify:track:37D7gMMpfvxBtfyaXqbHEX,Fussy,End Of Fashion,spotify:album:3zpoBw795920X2kDDguKsB,False,23,0.38,0.915,7.0,-3.712,1.0,0.0455,0.0111,0.0,0.311,0.587,179.913,4.0
spotify:track:0Q40MMjMXHPxLGfylep5a5,Ghosts,The Presets,spotify:album:20rfkv1O76ncQWtjSYI8MF,False,47,0.607,0.68,1.0,-9.15,1.0,0.0384,0.154,2.76e-06,0.242,0.545,139.976,4.0
spotify:track:2DpnZMCoT2iYGkqIOO0bms,Please,Frank Ifield,spotify:album:2WHgV8cxv9VOg01oNmb5VW,False,5,0.668,0.473,0.0,-10.831,1.0,0.035,0.829,7.3e-06,0.0983,0.853,121.748,4.0
spotify:track:1AJ5F0FMTC3yFU3ocjy1gE,Surfer Girl - Remastered 2001,The Beach Boys,spotify:album:1AhsZr98dNCfhO1XC4Ht7C,False,54,0.522,0.37,2.0,-8.364,1.0,0.0253,0.651,0.0,0.142,0.653,105.826,3.0
spotify:track:4yugZvBYaoREkJKtbG08Qr,Take It Easy - 2013 Remaster,Eagles,spotify:album:51B7LbLWgYLKBVSpkan8Z7,False,83,0.575,0.67,7.0,-10.39,1.0,0.0318,0.343,4.95e-06,0.129,0.74,139.191,4.0
spotify:track:48YZhmKL3aZKhQUfpvkelu,Burning Up,Madonna,spotify:album:5lrlWKjNY0eTDXp9Bd3LpW,False,46,0.869,0.738,6.0,-4.566,0.0,0.11,0.0276,0.00102,0.262,0.988,138.329,4.0
spotify:track:6GG73Jik4jUlQCkKg9JuGO,The Middle,Jimmy Eat World,spotify:album:0UJhhj5bn5AGAjryFnhueP,False,85,0.643,0.849,2.0,-5.428,1.0,0.0526,0.0371,0.0,0.058,0.903,162.152,4.0
spotify:track:2vwlzO0Qp8kfEtzTsCXfyE,Wrecking Ball,Miley Cyrus,spotify:album:3RDqXDc1bAETps54MSSOW0,False,83,0.53,0.422,5.0,-6.262,1.0,0.0342,0.407,0.0,0.107,0.349,119.964,4.0
spotify:track:4nwt5NOCtAUHeob20jQqxP,Lost In France,Bonnie Tyler,spotify:album:5D43457Yz0FUwufF4ogvfA,False,40,0.443,0.701,10.0,-5.7,1.0,0.0275,0.137,0.0,0.137,0.587,116.452,4.0
spotify:track:5Ts1DYOuouQLgzTaisxWYh,Love Grows (Where My Rosemary Goes),Edison Lighthouse,spotify:album:4XDWk7zU6KDgLaqLxEYi8y,False,78,0.568,0.824,9.0,-4.613,1.0,0.0299,0.403,0.0,0.0855,0.753,108.625,4.0
spotify:track:1Fg2cLf6qmKJDQrjdUWILt,"Why Me? - 12"" Mix",Irene Cara,spotify:album:0BK4XIgJ3AublHWN48vNzS,False,42,0.545,0.785,1.0,-8.089,1.0,0.0434,7.06e-05,0.141,0.724,0.45,139.893,4.0
spotify:track:5HVqftYQ37bJx3y0SI4obk,Lily Was Here (feat. Candy Dulfer),"Dave Stewart, Candy Dulfer",spotify:album:5Y7iHcYmk13cAa6Vp6x5Q6,False,56,0.743,0.564,4.0,-10.698,0.0,0.0277,0.398,0.0485,0.0802,0.967,108.027,4.0
spotify:track:2Wb9ejnmy27DUTUe9YF5Ew,All Night Long (All Night) - Single Version,Lionel Richie,spotify:album:1W1b52vaEcE3wfWk4WQH6q,False,64,0.739,0.576,1.0,-12.024,1.0,0.0472,0.122,0.00206,0.0482,0.78,108.81,4.0
spotify:track:5vZ1BKMSLgrxxPYGMR904n,Mother and Child Reunion,Paul Simon,spotify:album:7npBPiCHjPj8PVIGPuHXep,False,64,0.712,0.632,9.0,-7.704,1.0,0.0334,0.112,0.0,0.0648,0.764,119.931,4.0
spotify:track:6AGOKlMZWLCaEJGnaROtF9,Put Your Records On,Ritt Momney,spotify:album:6K7559pAYrNCJwsv1uIIK7,False,77,0.399,0.491,6.0,-10.778,0.0,0.0538,0.0563,0.00089,0.11,0.151,91.066,4.0
spotify:track:6RjW45KHJ6kgI2xQ1aFa52,Acapella,Karmin,spotify:album:2UvU0egYoXsysWkHqQy4Lc,False,61,0.667,0.619,2.0,-4.933,1.0,0.151,0.126,0.0,0.101,0.427,169.865,4.0
spotify:track:5lQKRR3MdJLtAwNBiT8Cq0,Lyin' Eyes - 2013 Remaster,Eagles,spotify:album:0F77QekrNe8vVAjU2sepja,False,70,0.669,0.673,7.0,-9.754,1.0,0.0248,0.203,0.0271,0.164,0.867,132.68,4.0
spotify:track:1J9UPtMi1tbpktnu2J3oiR,I Wanna Be a Cowboy,Boys Don't Cry,spotify:album:5Z5Q2pke3MNAdVXJuVEGNO,False,33,0.754,0.63,0.0,-12.447,1.0,0.0397,0.0121,0.56,0.0651,0.758,142.558,4.0
spotify:track:6ez6YwlVj3t1dqzs3jGOzo,Wild One,Bobby Rydell,spotify:album:0rkqvw3a2iubcl4GAfZ0gn,False,0,0.613,0.737,7.0,-4.684,1.0,0.0447,0.741,7.84e-05,0.0485,0.913,147.902,4.0
spotify:track:44x9GdJsYmbaYRBm8ROyfL,One Way Ticket,The Darkness,spotify:album:1XQdof8z0wTG0HaBoc1PHL,False,48,0.506,0.761,11.0,-5.603,1.0,0.0973,0.0122,6.87e-06,0.086,0.491,132.436,4.0
spotify:track:6ToM0uwxtPKo9CMpbPGYvM,Break on Through (To the Other Side),The Doors,spotify:album:1jWmEhn3ggaL6isoyLfwBn,False,77,0.421,0.751,9.0,-9.584,1.0,0.0472,0.2,0.0,0.17,0.789,89.839,4.0
spotify:track:1msykqPE0qoZig4nb9khI0,Little Red Rooster,Sam Cooke,spotify:album:4FsWNGbkeZtMD1BWXhIvRk,False,41,0.597,0.64,9.0,-7.719,1.0,0.0427,0.588,0.0,0.526,0.823,92.422,4.0
spotify:track:78a5CHuPIXYlPYVQIjH9nc,Wild Heart,The Vamps,spotify:album:12gXA8pXYzj9bycyyKSGAa,False,56,0.617,0.906,1.0,-4.822,1.0,0.0311,0.000451,0.0,0.0716,0.807,119.016,4.0
spotify:track:2iaHkcO4vBZgwhZXmCIAVH,Wish You Were Sober,Conan Gray,spotify:album:2QZwUk5Bpo8HPkshdBcoMU,False,45,0.596,0.702,2.0,-5.219,1.0,0.0883,0.0175,0.0,0.236,0.652,182.038,4.0
spotify:track:1Rvl8qsKJurfFTyWLBI9ib,"Baby, I Love Your Way","Big Mountain, Tom Lord-Alge",spotify:album:4QHFXQLRwZx5122InHluo5,False,73,0.651,0.747,1.0,-7.269,0.0,0.0699,0.0528,0.0,0.207,0.776,147.518,4.0
spotify:track:0sNSv56Glvgu2iJfoeAmS5,The Way You Look Tonight - Remastered,The Lettermen,spotify:album:4NNxfgVY5ikAbKArjn4sRC,False,28,0.251,0.146,4.0,-20.004,1.0,0.0313,0.931,0.0,0.0867,0.14,102.407,3.0
spotify:track:2EBCVPNAG46nbgs6jXPGvv,Starships,Nicki Minaj,spotify:album:22F5ZYY1sxoJjk6HzZfmC1,True,82,0.747,0.716,11.0,-2.457,0.0,0.075,0.135,0.0,0.251,0.751,125.008,4.0
spotify:track:2CwONxMUL0aBC95Gg8j8S5,Stuck On You,Paul Norton,spotify:album:7bcaSMlAHnFsJpY4Wjq5Ff,False,34,0.772,0.533,9.0,-12.736,1.0,0.0303,0.0286,0.00169,0.0542,0.448,124.483,4.0
spotify:track:34Omc6EuPtQ7APooNVRZKk,Just A Little Bit,Kids Of 88,spotify:album:67NWJ3RuWpPohz3zvJmmOb,False,22,0.534,0.75,7.0,-4.886,1.0,0.0386,0.00121,0.0,0.0772,0.265,131.967,4.0
spotify:track:4KqsoEi99o9rdVfhvA1IPB,Home,Teddy Cream,spotify:album:6HTNjuPg6UmXE3B8qcOTzy,False,21,0.638,0.874,9.0,-5.009,0.0,0.0508,0.00361,3.21e-05,0.075,0.262,112.077,4.0
spotify:track:2hbA72TFulrNGTEBUMAnzG,There Must Be an Angel (Playing with My Heart),"Eurythmics, Annie Lennox, Dave Stewart",spotify:album:2TKsB0j63p4cM14CBqPEtq,False,56,0.584,0.776,0.0,-5.495,1.0,0.0358,0.267,0.0,0.112,0.608,112.139,4.0
spotify:track:4CcCiZRjlRoHDPyvNsKn51,Pride and Joy,Normie Rowe,spotify:album:0F3smCoP8sLUvuLbu0W5mH,False,4,0.434,0.705,3.0,-7.977,1.0,0.0517,0.0978,0.0,0.208,0.757,131.884,4.0
spotify:track:4rcHWl68ai6KvpXlc8vbnE,Keep on Loving You,REO Speedwagon,spotify:album:0X4ZNTZw7SYgrp5rlBQC3N,False,76,0.306,0.722,0.0,-5.963,1.0,0.034,0.0519,0.0,0.117,0.41,174.732,4.0
spotify:track:2IFl6p0LoIfIZOn5IaxZOO,Sax,Fleur East,spotify:album:1nFgJpjh2doGfve56uADlm,False,56,0.728,0.892,4.0,-5.172,1.0,0.126,0.0144,0.0,0.469,0.826,117.976,4.0
spotify:track:2dy2C0StZ3yiEeb0Aoolcn,Bang Bang,"Rita Ora, Imanbek",spotify:album:4xeVBTBwaVNQhUdIRC4G9s,False,54,0.764,0.846,10.0,-2.743,0.0,0.0636,0.159,0.000263,0.0475,0.777,122.992,4.0
spotify:track:0dW6U5UC9lBD1EblLJdhN5,Music Won't Break Your Heart,Stan Walker,spotify:album:7nCXhDHK9lBJ66TVu1F5Ao,False,28,0.746,0.71,5.0,-5.465,1.0,0.0419,0.0381,0.0,0.22,0.606,124.996,4.0
spotify:track:5Ug4FDeNl30GHSATrz0shq,Pleasure And Pain,Divinyls,spotify:album:4Yz03wMtt5EPE7J29PPB0l,False,42,0.652,0.766,2.0,-8.556,0.0,0.03,0.16,0.0,0.23,0.774,135.689,4.0
spotify:track:6AJ50ANJtWNuuR81hwRUlY,See You at the Show,Nickelback,spotify:album:4fygErqiNgFUic5hU42Z3E,False,42,0.519,0.891,6.0,-5.395,1.0,0.0513,9.72e-05,3.69e-05,0.0692,0.463,144.054,4.0
spotify:track:7bsEgxdswhGfqGspJp4vBd,I Wanna Be Around,Michael Bublé,spotify:album:2OXZJLXxM8jrY3gBoVNfmz,False,32,0.258,0.501,8.0,-5.309,1.0,0.0455,0.518,2.26e-06,0.107,0.491,186.778,3.0
spotify:track:3vv9phIu6Y1vX3jcqaGz5Z,Roses,"The Chainsmokers, ROZES",spotify:album:2GFflENKz28RcMoSuulPZC,False,77,0.713,0.802,4.0,-7.055,1.0,0.0561,0.0435,0.00377,0.309,0.343,100.001,4.0
spotify:track:5gZEhPrN1VLqTG1nIAXeNK,I Wanna Love You Forever,Jessica Simpson,spotify:album:2z4kcQqO0W8des2nWq5ECY,False,58,0.59,0.666,4.0,-4.047,0.0,0.0244,0.156,0.0,0.136,0.0743,104.042,4.0
spotify:track:69W8SeNtFmZCU36BKcz538,When You Walk In the Room - Mono Version,The Searchers,spotify:album:0i2VaiznHnihFRJq7iHRG0,False,46,0.486,0.951,9.0,-4.292,1.0,0.0458,0.227,0.0,0.123,0.901,134.328,4.0
spotify:track:4zN21mbAuaD0WqtmaTZZeP,Ferrari,"James Hype, Miggy Dela Rosa",spotify:album:6moZ4sNThthUAwCklyuPY8,False,86,0.847,0.69,1.0,-7.877,0.0,0.0493,0.0127,6e-05,0.0526,0.692,125.004,4.0
spotify:track:1FRP8d6l2jm3DS5f78ZrhK,Route 66,The Rolling Stones,spotify:album:0bJMFJ2XQwpO5nKTrYdUtX,False,55,0.671,0.725,2.0,-10.065,1.0,0.065,0.296,0.00022,0.0889,0.956,85.27,4.0
spotify:track:3oQomOPRNQ5NVFUmLJHbAV,Over the Rainbow,Israel Kamakawiwo'ole,spotify:album:4aM85igbrBcoRZVt7L11Zn,False,76,0.671,0.153,0.0,-13.569,1.0,0.0404,0.912,5.53e-05,0.0771,0.658,85.6,4.0
spotify:track:4z7maGZkAonDlXlwo8q69f,Da Ya Think I'm Sexy?,Rod Stewart,spotify:album:38tXOrjXUUfQWWV2DRwMio,False,75,0.715,0.689,2.0,-8.065,0.0,0.029,0.0143,0.000192,0.111,0.852,111.504,4.0
spotify:track:1cS0TgbR263ey9jn0MwD2s,River (feat. Ed Sheeran),"Eminem, Ed Sheeran",spotify:album:0U6ldwLBEMkwgfQRY4V6D2,True,76,0.748,0.749,8.0,-5.916,0.0,0.516,0.142,0.0,0.0713,0.659,90.09,4.0
spotify:track:3NWpG50DNlO8IiVdx6Ig3w,Dead Skunk,Loudon Wainwright III,spotify:album:2cJ9IMbEO6RiWs3jh4I8zd,False,46,0.633,0.655,7.0,-11.514,1.0,0.0312,0.617,2.79e-06,0.113,0.967,146.868,4.0
spotify:track:7kmfQ2QHwGqRCxVHDv5mzo,Damn I Wish I Was Your Lover,Sophie B. Hawkins,spotify:album:0uv0eA8q8HCfCytsAtZSch,False,57,0.546,0.781,11.0,-9.439,0.0,0.0506,0.22,1.51e-05,0.363,0.539,95.032,4.0
spotify:track:0PZbaGIEj3L7ZsWhuNhtpR,Hurricane,Parachute,spotify:album:1rMnGJr9YrHZepHvgyyJd8,False,29,0.568,0.814,7.0,-5.078,0.0,0.043,0.0382,0.0,0.402,0.462,144.956,4.0
spotify:track:76QK6gTaW2bBV47FDe3RPK,Resolution,Matt Corby,spotify:album:22aja1RtjRSzdKRuwx0Aog,False,58,0.516,0.566,7.0,-8.339,1.0,0.0378,0.0523,0.000949,0.11,0.175,126.819,4.0
spotify:track:7qiZfU4dY1lWllzX7mPBI3,Shape of You,Ed Sheeran,spotify:album:3T4tUhGYeRNVUGevb0wThu,False,90,0.825,0.652,1.0,-3.183,0.0,0.0802,0.581,0.0,0.0931,0.931,95.977,4.0
spotify:track:45PF1Y3RcW5MK0jxWvhc4D,Don't Wait Up,Shakira,spotify:album:5xEtia4eFu6W3Ql7xgR3Dp,False,66,0.916,0.552,3.0,-5.051,0.0,0.0546,0.344,0.000722,0.0566,0.349,118.981,4.0
spotify:track:1Qrdlkgg9I4J7r3P4kZNwr,Missing You,John Waite,spotify:album:65Uo74eW8L3zXUxSOlSm6H,False,74,0.552,0.552,11.0,-9.736,0.0,0.0364,0.052,0.0,0.046,0.593,208.571,4.0
spotify:track:2SusUbsUQnw8OJDq56ZMbE,The Happening,The Supremes,spotify:album:7bPBdkx7Vm2vqDkwnfNlg8,False,36,0.344,0.745,8.0,-6.901,1.0,0.0333,0.197,0.0,0.628,0.832,172.124,4.0
spotify:track:5K3Q1gue9nWLLwh6bYQFoB,Kyrie,Mr. Mister,spotify:album:682sQ449vmcJXS2AGIMrsl,False,60,0.496,0.566,0.0,-13.749,1.0,0.035,0.0824,0.0,0.13,0.672,89.913,4.0
spotify:track:28xX6K8LnkZve4RiuEB3iK,Sweet Melody,Little Mix,spotify:album:5GGIgiGtxIgcVJQnsKQW94,False,58,0.448,0.824,5.0,-4.249,0.0,0.057,0.0739,0.0,0.113,0.419,119.965,4.0
spotify:track:6A7Y3xy2JbIsdW5rM4Yn8M,This Ole House,Shakin' Stevens,spotify:album:0pvhletDH7CphbKErUtPCF,False,41,0.502,0.965,10.0,-2.946,1.0,0.112,0.053,0.0,0.34,0.962,192.811,4.0
spotify:track:59qrUpoplZxbIZxk6X0Bm3,Take You Dancing,Jason Derulo,spotify:album:3II80i5KpS38r0QjNzu8ly,False,79,0.789,0.711,2.0,-4.248,1.0,0.041,0.0332,0.0,0.0876,0.753,112.985,4.0
spotify:track:7jdzEajQulRkZejXLFNmaZ,Colour My World,Petula Clark,spotify:album:4oa2hZ1r8L8Egf9ec6ncCM,False,31,0.437,0.812,10.0,-6.629,1.0,0.0339,0.817,0.0,0.25,0.809,167.109,4.0
spotify:track:5kr90kavZCFmPhzk338xrX,What You Get Is What You See,Tina Turner,spotify:album:1C9kaOfbTQ9dxYM4E2Yju2,False,60,0.623,0.628,5.0,-10.253,1.0,0.0349,0.0153,0.0229,0.244,0.93,156.292,4.0
spotify:track:5h9K3mGdCFECcAXGo3S8Zx,And I'm Telling You I'm Not Going,Dami Im,spotify:album:0kgt4qRi4nH6refkbZiCr6,False,15,0.364,0.433,10.0,-5.381,1.0,0.0425,0.554,0.0,0.131,0.222,123.978,3.0
spotify:track:1GR1U3xkN1gf8dzvcyGxfa,From The Sea,Eskimo Joe,spotify:album:3qUUxffTYleIODTFlc2CXh,False,56,0.587,0.786,10.0,-6.553,0.0,0.0308,0.1,3.24e-05,0.0808,0.486,129.88,4.0
spotify:track:57MbOuT7s2ES3IW9KuZQzI,Wicked Game,Chris Isaak,spotify:album:4BdWGUgGvnD6QjrOrU2JZt,False,60,0.665,0.292,9.0,-18.086,1.0,0.0294,0.686,0.0128,0.0679,0.345,112.331,4.0
spotify:track:5wQnmLuC1W7ATsArWACrgW,Welcome to the Black Parade,My Chemical Romance,spotify:album:0FZK97MXMm5mUQ8mtudjuK,False,81,0.217,0.905,2.0,-4.103,1.0,0.0752,0.000289,0.00011,0.222,0.236,96.95,4.0
spotify:track:6zmRoCPjIZA9ysAVBYiU9Z,Don't Let Go (Love),En Vogue,spotify:album:6ABqEktNUuYULXWUubkHKg,False,45,0.618,0.688,5.0,-5.867,0.0,0.0477,0.409,6.32e-06,0.3,0.561,78.311,4.0
spotify:track:6XVpKaD3oxpA2ohiLyTGPC,It Must Be Him,Vikki Carr,spotify:album:031Opw10ZrHaGAoKVgyHEA,False,25,0.55,0.332,4.0,-12.365,1.0,0.0551,0.572,0.0,0.719,0.499,108.731,4.0
spotify:track:3A3dgR32O1T55lR6xMd9a5,Memphis T-Shirt,Melanie Dyer,spotify:album:71Vp64V69S1AQDD87HOZnE,False,33,0.498,0.694,0.0,-3.745,0.0,0.0423,0.0333,0.0,0.0831,0.776,199.968,4.0
spotify:track:7nGuT0EfqQ1TXcADEKwB6Q,Day Drunk,Morgan Evans,spotify:album:7CgrejBVsP6OeA3WgxDPPc,False,66,0.647,0.754,10.0,-5.446,1.0,0.0378,0.015,0.0,0.0684,0.755,97.005,4.0
spotify:track:3GpbwCm3YxiWDvy29Uo3vP,Right Round,Flo Rida,spotify:album:2vBLKFrI1rZqB7VtGxcsR5,False,80,0.72,0.672,7.0,-6.852,1.0,0.0551,0.009,0.0,0.232,0.705,124.986,4.0
spotify:track:70YvYr2hGlS01bKRIho1HM,La Grange - 2005 Remaster,ZZ Top,spotify:album:0Em8m9kRctyH9S3MTXAHvY,False,82,0.545,0.64,4.0,-9.937,0.0,0.224,0.00249,0.0304,0.196,0.606,80.544,4.0
spotify:track:1x5sYLZiu9r5E43kMlt9f8,Symphony (feat. Zara Larsson),"Clean Bandit, Zara Larsson",spotify:album:4b13SJlne61y53KSEwuQtD,False,77,0.707,0.629,0.0,-4.581,0.0,0.0563,0.259,1.6e-05,0.138,0.457,122.863,4.0
spotify:track:1h4XVjt26ZCDKmeEoHxT07,Gimme Little Sign,Brenton Wood,spotify:album:108biCEg5vUG7Efei5EhTf,False,61,0.742,0.663,10.0,-5.06,0.0,0.0321,0.154,0.0,0.197,0.913,113.005,4.0
spotify:track:2kzRSiyignH8yzPTrWvyPo,No Sleep,Wiz Khalifa,spotify:album:6ZOXiVL8rmk2ATHJiFJhiD,True,68,0.653,0.711,9.0,-6.454,1.0,0.0623,0.109,0.0,0.443,0.769,160.048,4.0
spotify:track:0GX5oOKtU0nnx5OkhenW2i,Closer,Ne-Yo,spotify:album:6dC6J5qkPcJ1iGshEN5MpX,False,72,0.709,0.745,4.0,-6.437,0.0,0.0738,0.0225,5.2e-05,0.154,0.576,126.027,4.0
spotify:track:3MeP8rMjztb9MpAlBaO6cU,Reelin' and Rockin' - 2019 - Remaster,The Dave Clark Five,spotify:album:0hERdy2d2LN4C9DHULWggN,False,21,0.535,0.786,7.0,-8.163,1.0,0.0928,0.244,1.2e-06,0.0935,0.951,91.152,4.0
spotify:track:3Vo4wInECJQuz9BIBMOu8i,Finesse - Remix; feat. Cardi B,"Bruno Mars, Cardi B",spotify:album:3mumK2ar9b4JPhVOZR0V2p,False,78,0.704,0.859,5.0,-4.877,0.0,0.0996,0.0185,0.0,0.0215,0.926,105.115,4.0
spotify:track:6ztstiyZL6FXzh4aG46ZPD,Boogie Wonderland,"Earth\, Wind & Fire, The Emotions",spotify:album:4RLVTxnuVN5ZWZqBFnaaQt,False,80,0.802,0.756,2.0,-10.791,0.0,0.0349,0.0843,0.00765,0.0521,0.963,131.715,4.0
spotify:track:1gcESexgftSuLuML57Y69q,All Right Now,Free,spotify:album:1ydlm89JR8cV8VuSaNvHNL,False,75,0.787,0.472,2.0,-12.824,1.0,0.0832,0.221,0.000336,0.153,0.824,120.059,4.0
spotify:track:2tJulUYLDKOg9XrtVkMgcJ,Grenade,Bruno Mars,spotify:album:1uyf3l2d4XYwiEqAb7t7fX,False,81,0.704,0.558,2.0,-7.273,0.0,0.0542,0.148,0.0,0.107,0.245,110.444,4.0
spotify:track:0FsKQ04gn6CHHOq2ISEm0H,Say So,Doja Cat,spotify:album:3n5Coa56i6foIGITrYGX7o,False,58,0.804,0.672,11.0,-4.614,0.0,0.122,0.256,1.02e-05,0.0906,0.778,111.023,4.0
spotify:track:4pkZNPC6yeMnQABwkTmsR6,Black & Gold - Radio Edit,Sam Sparro,spotify:album:6dJIhG190Enkw8ukkEupG7,False,49,0.551,0.794,4.0,-4.863,0.0,0.104,0.00119,0.0,0.112,0.334,135.947,4.0
