Track URI,Track Name,Artist Name(s),Album URI,Explicit,Popularity,Danceability,Energy,Key,Loudness,Mode,Speechiness,Acousticness,Instrumentalness,Liveness,Valence,Tempo,Time Signature
spotify:track:6a8GbQIlV8HBUW3c6Uk9PH,I Know You Want Me (Calle Ocho),Pitbull,spotify:album:5xLAcbvbSAlRtPXnKkggXA,False,64,0.825,0.743,2.0,-5.995,1.0,0.149,0.0142,2.12e-05,0.237,0.8,127.045,4.0
spotify:track:70XtWbcVZcpaOddJftMcVi,From the Bottom of My Broken Heart,Britney Spears,spotify:album:3WNxdumkSMGMJRhEgK80qx,False,56,0.677,0.665,7.0,-5.171,1.0,0.0305,0.56,1.01e-06,0.338,0.706,74.981,4.0
spotify:track:1NXUWyPJk5kO6DQJ5t7bDu,Apeman - 2014 Remastered Version,The Kinks,spotify:album:6lL6HugNEN4Vlc8sj0Zcse,False,42,0.683,0.728,9.0,-8.92,1.0,0.259,0.568,5.08e-05,0.0384,0.833,75.311,4.0
spotify:track:4bEb3KE4mSKlTFjtWJQBqO,Don't Stop - 2004 Remaster,Fleetwood Mac,spotify:album:1bt6q2SruMsBtcerNVtpZB,False,79,0.671,0.71,9.0,-7.724,1.0,0.0356,0.0393,1.12e-05,0.0387,0.834,118.745,4.0
spotify:track:0d2iYfpKoM0QCKvcLCkBao,Eastside (with Halsey & Khalid),"benny blanco, Halsey, Khalid",spotify:album:7pkLXlFdpQDfmHujT2AbBK,False,78,0.56,0.68,6.0,-7.648,0.0,0.321,0.555,0.0,0.116,0.319,89.391,4.0
spotify:track:5LjSxAIKwyZvQqJ04ZQ0Da,Something About The Way You Look Tonight - Edit Version,Elton John,spotify:album:3g61rwvRs1NPeVBxuAMmHZ,False,61,0.48,0.628,6.0,-7.643,1.0,0.0262,0.174,3.28e-05,0.0753,0.541,143.412,4.0
spotify:track:00qOE7OjRl0BpYiCiweZB2,Juke Box Hero,Foreigner,spotify:album:2Pw51hAGvWpTA3AYl2WVuu,False,74,0.357,0.653,9.0,-5.554,1.0,0.0654,0.0828,0.0,0.0844,0.522,176.647,4.0
spotify:track:0CtkjgZpkgnW7U6WmHsakD,It's Like That,"Run–D.M.C., Jason Nevins",spotify:album:3bRdFxQZdU5g6VjLq8KaU7,False,68,0.852,0.874,7.0,-11.208,1.0,0.0427,0.0168,0.45,0.133,0.666,129.029,4.0
spotify:track:3NLrRZoMF0Lx6zTlYqeIo4,Here Without You,3 Doors Down,spotify:album:72olNArm75vOycSziqIX9Y,False,80,0.557,0.533,10.0,-6.817,0.0,0.0252,0.0492,0.0,0.205,0.233,143.994,4.0
spotify:track:09tyJ0VvbLty84iHIV3WQn,Listen to the Band - Single Version,The Monkees,spotify:album:338yWfNJWW2SXxVfIdczUD,False,31,0.26,0.659,2.0,-8.98,1.0,0.0625,0.114,2.95e-05,0.499,0.537,184.38,4.0
spotify:track:6K8qKeWo5MsFED7wCR6Kop,Sing,Ed Sheeran,spotify:album:1xn54DMo2qIqBuMqHtUsFd,False,73,0.818,0.67,8.0,-4.451,0.0,0.0472,0.304,1.22e-06,0.0601,0.939,119.988,4.0
spotify:track:3tP0kdmWRSqmJAt4nR3ykw,Mississippi,Pussycat,spotify:album:0A1kkCm8cEEPcA6yIkz1wr,False,58,0.605,0.731,10.0,-9.327,1.0,0.0358,0.24,0.000459,0.257,0.638,123.332,4.0
spotify:track:2760p399WNJLX9LGBkjL4Z,Flava,Nathaniel,spotify:album:0RsPmRzTbarQCXBgLSW5Ox,False,5,0.813,0.754,4.0,-3.911,0.0,0.0494,0.166,0.0,0.121,0.923,112.962,4.0
spotify:track:5yJCo7EewUcX9qj5nnk9O2,Baby Sittin' Boogie - Radio Version,Buzz Clifford,spotify:album:1LL6GWTsMYiRc0fwGfoU3h,False,6,0.483,0.533,6.0,-9.883,1.0,0.145,0.805,0.0,0.161,0.878,140.11,4.0
spotify:track:2uiyVyP0Rvl0MgB8ehoc07,Dr. Love,Tina Charles,spotify:album:60XZbb6xRKj7waYqeJi3wz,False,15,0.736,0.563,2.0,-13.837,1.0,0.0312,0.0165,0.0,0.166,0.96,102.021,4.0
spotify:track:1PWnAEQcbwQwK759otUbta,"Writing's On The Wall - From ""Spectre"" Soundtrack",Sam Smith,spotify:album:50bQvrNAFsAaIbqCcfD7FT,False,68,0.261,0.302,5.0,-8.19,0.0,0.0339,0.769,2.57e-06,0.0863,0.0883,81.418,3.0
spotify:track:3yDhZq8f17SmumVmEyCaRN,Give It Up,KC & The Sunshine Band,spotify:album:52BJ1S5NOv7eFD6ZFDZga2,False,73,0.862,0.624,3.0,-11.63,1.0,0.0565,0.0192,0.000153,0.0465,0.882,124.896,4.0
spotify:track:4X8KnalmdKJE4C0vMb8CmD,Homecoming,Hey Monday,spotify:album:5BNmZXVJX3h8WbtXyRTRln,False,47,0.393,0.958,2.0,-2.102,1.0,0.0871,0.00966,0.0,0.214,0.323,150.074,4.0
spotify:track:5ibhWB91OHgTVVwtVFMLKP,Funhouse - Main Version - Clean,P!nk,spotify:album:0OHvyFSN4W0fjJ7CiehVMB,False,24,0.789,0.84,11.0,-4.059,0.0,0.0361,0.00616,0.0,0.0646,0.821,103.957,4.0
spotify:track:0IRHUlQ9XCp5aG9NIruLu2,Abergavenny,Marty Wilde,spotify:album:6MLD7tcwokFlJ4Nu048flm,False,33,0.609,0.895,11.0,-8.208,1.0,0.0695,0.162,0.504,0.522,0.792,123.102,4.0
spotify:track:71kj6vbwfqjThqsDxhtYPE,That's All You Gotta Do,Brenda Lee,spotify:album:7B4ewUWVdSC9yuFGiFWuem,False,9,0.587,0.65,1.0,-5.732,1.0,0.0283,0.381,1.01e-06,0.105,0.96,98.137,4.0
spotify:track:4oX4WNqPhgKQrl5W4tdt7V,Its Alright,Deni Hines,spotify:album:7IgYFMrRiybuW2T85jklrC,False,44,0.66,0.88,11.0,-5.338,1.0,0.0375,0.0808,3.48e-06,0.15,0.862,103.395,4.0
spotify:track:0HoMdjB1XwwMlyPfTV7DEj,Metal Guru,T. Rex,spotify:album:3Dg3quPRLDCsEqnzgPl6PE,False,50,0.307,0.95,11.0,-3.427,0.0,0.138,0.00054,7.43e-05,0.313,0.524,127.895,4.0
spotify:track:37Q5anxoGWYdRsyeXkkNoI,Heaven Is A Place On Earth,Belinda Carlisle,spotify:album:3fzHLg5RfRXzQlHlR4F7JG,False,74,0.64,0.852,1.0,-8.119,0.0,0.0345,0.0243,1.82e-06,0.0497,0.793,122.902,4.0
spotify:track:1PZ5mBtpRXZj8aMgQQYcro,Deep End,Birdy,spotify:album:2uNFpEVey5RsxzTdoDmjiz,False,35,0.455,0.296,2.0,-8.513,1.0,0.0399,0.761,0.0,0.0783,0.31,171.744,4.0
spotify:track:4bT2zLVv2T4GiK9q9KtI0v,Stay The Night - Featuring Hayley Williams Of Paramore,"Zedd, Hayley Williams",spotify:album:7iC7iQaeRrG33H6VInfl00,False,67,0.596,0.738,8.0,-3.109,1.0,0.0411,0.109,0.0,0.0947,0.461,127.961,4.0
spotify:track:34KTEhpPjq6IAgQg2yzJAL,Californication,Red Hot Chili Peppers,spotify:album:0fLhefnjlIV3pGNF9Wo8CD,False,63,0.592,0.767,9.0,-2.788,0.0,0.027,0.0021,0.00165,0.127,0.328,96.483,4.0
spotify:track:4pbJqGIASGPr0ZpGpnWkDn,We Will Rock You - Remastered 2011,Queen,spotify:album:7tB40pGzj6Tg0HePj2jWZt,False,82,0.692,0.497,2.0,-7.316,1.0,0.119,0.676,0.0,0.259,0.475,81.308,4.0
spotify:track:3Ymi51lilmxnc9eRnfi32D,My Island Home,Warumpi Band,spotify:album:56hiT6YRCDxQZGhA8vzqhW,False,47,0.488,0.364,7.0,-15.954,1.0,0.0321,0.0714,0.0,0.0756,0.544,79.707,4.0
spotify:track:0gPQTLaqHDgdupKEok7J2x,7 Days,Craig David,spotify:album:5TedEgCbtmvDnXzUtXEFJY,False,74,0.659,0.812,4.0,-7.499,0.0,0.0487,0.23,0.0,0.0951,0.888,83.014,4.0
spotify:track:4pCSXZwffXEmxYuHAzVIXQ,Shoop Shoop Diddy Wop Cumma Cumma Wang Dang,Monte Video,spotify:album:2YI0nSvfqdSmRteWw26PDE,False,28,0.706,0.695,2.0,-10.526,1.0,0.411,0.226,0.0,0.0496,0.972,181.337,4.0
spotify:track:1kpbM1hlD3sQ2rDKbe2guE,Regardless,"Jarryd James, Julia Stone",spotify:album:4kZKz4ZQCnuKWV6MqOR2H2,False,30,0.672,0.393,9.0,-8.739,0.0,0.0477,0.551,1.05e-05,0.105,0.319,130.086,4.0
spotify:track:6dGWq08LXuIw6T2oUeHECh,Convoy,C.W. McCall,spotify:album:6XbZ0Hc2LQaLJuUaFrHfTY,False,64,0.68,0.543,5.0,-14.876,1.0,0.141,0.857,0.000116,0.0881,0.796,111.62,4.0
spotify:track:56qykFnmErHuUzt7FwAlAc,Turn Around (feat. Ne-Yo),"Conor Maynard, Ne-Yo",spotify:album:5hLWqk2l9tsRN0zICJBxsQ,False,31,0.59,0.874,6.0,-2.583,0.0,0.0263,0.0179,6.46e-06,0.134,0.607,125.018,4.0
spotify:track:1qk9ujVgudgU8CyhKOx8ji,Somebody That I Used To Know,"Gotye, Kimbra",spotify:album:6EMxWaM803hd4sPsJ6PkcA,False,67,0.864,0.515,0.0,-6.967,1.0,0.0367,0.571,7.92e-05,0.0947,0.755,129.048,4.0
spotify:track:0GmtIUZe8STZOT6jDBC69l,Heaven & Hell - US Single Version,The Easybeats,spotify:album:7kV1uhqaH7vVBZ0QTPVZxx,False,11,0.483,0.676,9.0,-10.271,1.0,0.0323,0.505,6.32e-05,0.297,0.502,116.418,4.0
spotify:track:1mXVgsBdtIVeCLJnSnmtdV,Too Good At Goodbyes,Sam Smith,spotify:album:3TJz2UBNYJtlEly0sPeNrQ,False,87,0.681,0.372,5.0,-8.237,1.0,0.0432,0.64,0.0,0.169,0.476,91.873,4.0
spotify:track:6rBgZvSsyJrk5ZXtKc8mcf,You're the One,Petula Clark,spotify:album:4oa2hZ1r8L8Egf9ec6ncCM,False,22,0.485,0.721,5.0,-7.84,0.0,0.0348,0.479,0.0,0.67,0.88,136.892,4.0
spotify:track:4UMTp91LHhvW33ol9ZQH0Q,We Made You,Eminem,spotify:album:7MZzYkbHL9Tk3O6WeD4Z0Z,False,66,0.924,0.853,2.0,-1.203,1.0,0.0792,0.107,1.45e-06,0.129,0.67,114.003,4.0
spotify:track:1lItf5ZXJc1by9SbPeljFd,Juju on That Beat (TZ Anthem),"Zay Hilfigerrr, Zayion McCall",spotify:album:5sQTfUX9uSwfCtPiYGO20V,False,61,0.807,0.887,1.0,-3.892,1.0,0.275,0.00381,0.0,0.391,0.78,160.517,4.0
spotify:track:3q2gRjU2UdOYRDY1p4cNHr,It Must Be Love,Madness,spotify:album:5TdKeSLPSowWxKkenaEK04,False,58,0.536,0.606,7.0,-5.364,1.0,0.0355,0.103,1.08e-05,0.255,0.719,146.425,4.0
spotify:track:2RMeGXGofxpGolBUyvTnZf,The Wild Colonial Boy,Dr. Hook,spotify:album:4z6lzPnxVfkCibGIbPuIuu,False,19,0.448,0.312,1.0,-14.926,1.0,0.0552,0.84,3.8e-06,0.0848,0.403,158.27,3.0
spotify:track:6j4cO3gMhTuG9GTmdUX7op,You Talk Too Much,Joe Jones,spotify:album:4JDH8EfRq4DZNqkY42IW8Y,False,13,0.719,0.639,8.0,-9.229,1.0,0.0376,0.797,1.43e-05,0.075,0.727,128.272,1.0
spotify:track:1Co9NGodpCCvWuIfe0PzIS,One In A Million,"Jordie Ireland, Ava Hayz",spotify:album:68SzmgbXOVkYdNvvt6lpRW,False,27,0.748,0.551,5.0,-5.772,1.0,0.0907,0.327,1.43e-05,0.096,0.334,104.175,4.0
spotify:track:0hKF8N8aflF1uDzEEnPr2j,Life Is A Highway,Tom Cochrane,spotify:album:5mJYFwj51OpBqRSxZCBLTT,False,65,0.683,0.751,5.0,-10.184,1.0,0.0346,0.0681,8.36e-06,0.248,0.841,103.036,4.0
spotify:track:76cy1WJvNGJTj78UqeA5zr,IDGAF,Dua Lipa,spotify:album:01sfgrNbnnPUEyz6GZYlt9,True,83,0.836,0.544,7.0,-5.975,1.0,0.0943,0.0403,0.0,0.0824,0.51,97.028,4.0
spotify:track:0k2GOhqsrxDTAbFFSdNJjT,Temperature,Sean Paul,spotify:album:32Bu3ETQhR1PFCj3ndDlYf,False,84,0.951,0.6,0.0,-4.675,0.0,0.0685,0.106,0.0,0.0712,0.822,125.04,4.0
spotify:track:7z73ehYAn9O1XP9XlCqVtd,Who Dat Girl (feat. Akon),"Flo Rida, Akon",spotify:album:1TwNATuAqnNjTd5BSvFZlS,False,60,0.719,0.616,1.0,-3.951,1.0,0.0395,0.00683,3.11e-05,0.0742,0.625,124.963,4.0
spotify:track:093UVG0vgKjxj4UDjLIulw,Set Adrift On Memory Bliss,P.M. Dawn,spotify:album:6eUVsZ7movjdgq0PB0hvSW,False,52,0.737,0.784,7.0,-7.902,1.0,0.0777,0.00682,0.2,0.537,0.587,99.773,4.0
spotify:track:043bfUkTydw0xJ5JjOT91w,Don't You Worry Child,"Swedish House Mafia, John Martin",spotify:album:4ljisoNarj0BpQSMIEv88L,False,65,0.632,0.88,2.0,-4.051,1.0,0.0463,0.0144,0.0021,0.118,0.338,129.007,4.0
spotify:track:4qjrCkcVbsYlitCqbBkeKe,Colors Of The Wind - End Title,Vanessa Williams,spotify:album:4ddvFk8agFfRkkcVwR8sJH,False,54,0.574,0.238,7.0,-18.072,0.0,0.0476,0.365,1.32e-05,0.126,0.126,84.018,4.0
spotify:track:2EcsgXlxz99UMDSPg5T8RF,Beneath Your Beautiful (feat. Emeli Sandé),"Labrinth, Emeli Sandé",spotify:album:6PBBbXmYV7dKnaik0fjkOI,False,72,0.561,0.522,2.0,-5.857,1.0,0.0318,0.227,0.0,0.104,0.238,83.962,4.0
spotify:track:2Gy7qnDwt8Z3MNxqat4CsK,Wouldn't It Be Nice,The Beach Boys,spotify:album:6GphKx2QAPRoVGWE9D7ou8,False,73,0.392,0.629,5.0,-7.056,1.0,0.0335,0.718,3.76e-06,0.129,0.72,124.511,4.0
spotify:track:5id3Rqn7SPj1LX4FfY4nGz,Together,Sia,spotify:album:4TM7wmWEakp4xk1ZffVkL8,False,64,0.521,0.877,7.0,-5.444,1.0,0.0683,0.0132,0.0806,0.0929,0.199,180.007,4.0
spotify:track:0R7YVi7w41Dr9jU5vblAok,Sweat - Remix,"Snoop Dogg, David Guetta, Giorgio Tuinfort, Frederic Riesterer",spotify:album:7i3ZUKLj6bszovw4IfRECy,False,73,0.813,0.732,7.0,-5.636,1.0,0.03,0.0597,0.00137,0.0826,0.731,130.02,4.0
spotify:track:0CsM8VGDi38kusMv3pxyj1,True - Single Edit,Spandau Ballet,spotify:album:2ZcceaFPxi5CuqoBUfedKn,False,73,0.742,0.533,0.0,-9.098,1.0,0.0288,0.459,0.148,0.064,0.391,97.395,4.0
spotify:track:5TvFfDlVoUWZvfqrhTJzD7,One,Ed Sheeran,spotify:album:1xn54DMo2qIqBuMqHtUsFd,False,64,0.464,0.321,2.0,-11.12,1.0,0.0418,0.877,0.0,0.0789,0.306,93.528,4.0
spotify:track:6uBhi9gBXWjanegOb2Phh0,Stay,"Zedd, Alessia Cara",spotify:album:1I4W7JKzYbl8VKRfD61DIS,False,79,0.69,0.622,5.0,-5.025,0.0,0.0622,0.253,0.0,0.116,0.544,102.04,4.0
spotify:track:2Sy1KFLXBQjxqj6lCeIBCB,Oh My Goodness,Olly Murs,spotify:album:2OvZ8JCShhvxNkptwoGjve,False,43,0.638,0.803,8.0,-5.467,0.0,0.0681,0.0244,0.0,0.169,0.756,128.035,4.0
spotify:track:77TT8Xvx637TpzV8kKGkUw,Titanium (feat. Sia),"David Guetta, Sia",spotify:album:08DAekBeqPRCsn3XHDwj6b,False,63,0.604,0.788,0.0,-3.673,0.0,0.103,0.0678,0.153,0.127,0.301,126.06,4.0
spotify:track:1zGzAMc21oKstWlEvXRp2i,Dream Girl,David Jones,spotify:album:6itPRfFQncP30pMqNV7Pvh,False,7,0.617,0.658,0.0,-9.223,1.0,0.0512,0.494,0.0,0.293,0.949,128.363,4.0
spotify:track:0xdTHRkRv4sTrNikBNiz1u,View From a Bridge,Kim Wilde,spotify:album:6NPoxEiMqOpHZyymu1Begh,False,17,0.593,0.834,2.0,-6.007,0.0,0.0353,0.0486,0.000584,0.115,0.813,148.719,4.0
spotify:track:45bE4HXI0AwGZXfZtMp8JR,you broke me first,Tate McRae,spotify:album:1RWiRfdNZKDe8VXzzf2VEc,True,85,0.667,0.373,4.0,-9.389,1.0,0.05,0.785,0.0,0.0906,0.0823,124.148,4.0
spotify:track:7DHjerIyPHNokLIQOmbo9b,Like It Like That,Guy Sebastian,spotify:album:5mrXvDnW1MK275vDsplMIF,False,50,0.585,0.973,2.0,-2.894,1.0,0.0733,0.00676,5.21e-05,0.262,0.958,161.05,4.0
spotify:track:4du0TY3NTgvQGlelrBHfDL,I Wanna Be With You,Mandy Moore,spotify:album:4XbSwLzvznYCophbz8ElMV,False,58,0.515,0.908,8.0,-4.632,1.0,0.0368,0.0158,1.88e-05,0.412,0.637,150.031,4.0
spotify:track:6SLTPbDxDYR0uSMTT7gSb7,I'm In Control,"AlunaGeorge, Popcaan",spotify:album:6KuHbuDiJNcgEvnLTnfQcY,False,55,0.725,0.844,11.0,-3.707,0.0,0.0347,0.363,0.000716,0.125,0.711,104.001,4.0
spotify:track:7hJBjMGJHHQ4cR4Jhzp1d1,"It Ain't Me, Babe (with June Carter Cash)","Johnny Cash, June Carter Cash",spotify:album:4E2eUhFHqTG2pu9MN1NDIF,False,51,0.634,0.587,2.0,-6.595,1.0,0.03,0.271,0.0,0.165,0.623,105.642,4.0
spotify:track:3tFECpGckFpp0HpQje78gi,Forever Young,Youth Group,spotify:album:7JgWdCGMBwJkYb91oiFzxd,False,54,0.379,0.664,11.0,-6.863,1.0,0.0307,0.0167,0.000679,0.0915,0.301,115.272,4.0
spotify:track:12q3V8ShACq2PSWINMc2rC,It's Too Late,Carole King,spotify:album:12n11cgnpjXKLeqrnIERoS,False,72,0.45,0.442,9.0,-12.718,0.0,0.0353,0.493,0.00564,0.134,0.812,208.282,4.0
spotify:track:2M9ULmQwTaTGmAdXaXpfz5,Billionaire (feat. Bruno Mars),"Travie McCoy, Bruno Mars",spotify:album:1PruwGvQDfgh6CTSFWPNtn,True,76,0.633,0.673,6.0,-6.403,0.0,0.258,0.297,0.0,0.206,0.659,86.776,4.0
spotify:track:4MVA30NmvNtpbDon1ZG7mk,Star Wars Theme/Cantina Band,Meco,spotify:album:3RhVd2QtOoRhRGmCnptrOU,False,40,0.677,0.915,0.0,-3.859,1.0,0.0912,0.00121,0.916,0.322,0.545,124.929,4.0
spotify:track:2qkaOiJ0XetajJUP6ThgMB,Jump In My Car,Ted Mulry Gang,spotify:album:5HUtHxlUdzLohx6fadGfIE,False,49,0.769,0.721,2.0,-12.076,1.0,0.109,0.488,1.09e-06,0.316,0.857,123.057,4.0
spotify:track:4Y2glvLjQGOb4dXnwm1hQf,Witchcraft,Pendulum,spotify:album:3XtEGVx9uh7J46nBzEc1VS,False,64,0.42,0.969,1.0,-3.139,1.0,0.0581,2.84e-05,0.00861,0.379,0.182,174.038,4.0
spotify:track:4ePP9So5xRzspjLFVVbj90,Two Princes,Spin Doctors,spotify:album:2TWdmpnFNCMlZDQROleupK,False,74,0.543,0.912,7.0,-10.71,1.0,0.0601,0.00162,2.1e-06,0.0565,0.836,103.731,4.0
spotify:track:6JHLoGr7Gss3HhBp5RdKiH,Sorry,Toni Braxton,spotify:album:1nmxUznbVkZorzeY4olXco,False,37,0.699,0.68,4.0,-3.607,0.0,0.0276,0.00993,0.0,0.11,0.578,94.979,4.0
spotify:track:0mkRjDV6wzXg9rFUL1BEW0,iYiYi (feat. Flo Rida),"Cody Simpson, Flo Rida",spotify:album:4OFvKdVDW2iJBGbxZCqGad,False,43,0.629,0.721,5.0,-4.299,1.0,0.0287,0.0395,0.0,0.349,0.787,159.951,4.0
spotify:track:7utcI11TJOG04Vl3noomNX,This Is Tomorrow,Bryan Ferry,spotify:album:5mop3U7FxoJDAP3AACa5x2,False,37,0.421,0.66,8.0,-8.106,1.0,0.0407,0.152,0.444,0.0948,0.512,119.46,4.0
spotify:track:5yVIlYEHZxQVLyInCdldoS,Impossible,James Arthur,spotify:album:029WUoBjWc7Js1QiPH3mw0,False,81,0.376,0.695,0.0,-4.782,0.0,0.0933,0.135,0.0,0.11,0.302,169.533,4.0
spotify:track:78Rxtykmgn8XZTGyYBpaDn,Hello - Edited Version,"Stafford Brothers, Lil Wayne, Christina Milian",spotify:album:5p6366G0kGyFvs58NUhuij,False,20,0.653,0.845,4.0,-4.912,0.0,0.0352,0.219,0.0,0.921,0.552,123.086,4.0
spotify:track:5G5S96EyI1Y5g6SpRSHbrb,"I'll Be There (feat. Trey Lorenz) - Live at MTV Unplugged, Kaufman Astoria Studios, New York - March 1992","Mariah Carey, Trey Lorenz",spotify:album:5gThgG5LPRzL8Egdm2Izpm,False,11,0.216,0.544,5.0,-8.132,1.0,0.0431,0.663,0.0,0.882,0.301,75.017,4.0
spotify:track:31sSFHIe4NaxltVFOEIcTa,working,"Tate McRae, Khalid",spotify:album:4iCcsBlzVQVZoJzxBvhuyS,True,65,0.783,0.435,7.0,-7.78,1.0,0.0588,0.282,0.0,0.0833,0.512,106.974,4.0
spotify:track:7eJMfftS33KTjuF7lTsMCx,death bed (coffee for your head),"Powfu, beabadoobee",spotify:album:2p9gK2BcdrloHNJwarc9gc,False,84,0.726,0.431,8.0,-8.765,0.0,0.135,0.731,0.0,0.696,0.348,144.026,4.0
spotify:track:0bNKoOshkbM0HmS3KXeM89,Borrow My Heart,Taylor Henderson,spotify:album:4MCld6WjAzS4chIDFJL9en,False,43,0.571,0.714,11.0,-5.005,1.0,0.0303,0.08,0.0,0.478,0.741,122.955,4.0
spotify:track:13j7S1J1MVDY3z2Ljl9O1H,Always,Samantha Jade,spotify:album:1OYl5abBuSaZFR4SgjASGe,False,30,0.648,0.72,11.0,-3.514,1.0,0.05,0.00266,0.0,0.0717,0.594,108.012,4.0
spotify:track:5MWKU5MnIuv5uQez4n0byz,Cream - Without Rap Monologue,Prince,spotify:album:6dRctIZQKuZCSSoR6QBBv9,False,57,0.852,0.591,5.0,-8.668,0.0,0.0675,0.103,0.421,0.0468,0.826,115.592,4.0
spotify:track:5RBPXlIiZVrr8hab7LpRJB,Love Action (I Believe In Love),The Human League,spotify:album:3ls7tE9D2SIvjTmRuEtsQY,False,56,0.702,0.588,0.0,-9.739,1.0,0.0321,0.0805,0.0193,0.184,0.728,121.738,4.0
spotify:track:7ddUIAiI2kH0rLBbi27wrH,Never Gonna Fall in Love Again - Live,Mark Holden,spotify:album:2G3U48j96ljJgnWiIc7aGd,False,10,0.557,0.38,0.0,-12.645,1.0,0.0259,0.776,0.0667,0.0989,0.569,99.83,4.0
spotify:track:3mYh6egfMyl0Dek8r9ciK6,You Should Hear How She Talks About You,Melissa Manchester,spotify:album:6V5kvtOghmiq68PtJXbg6W,False,45,0.753,0.834,4.0,-6.516,1.0,0.115,0.212,2.93e-05,0.259,0.852,131.909,4.0
spotify:track:4xCVHlmzEyIn1t4gXYsMaf,I've Gotta Get A Message To You,Bee Gees,spotify:album:3LcOOTBvHj22Nl90AuRsro,False,59,0.442,0.596,2.0,-6.327,0.0,0.0281,0.037,4.46e-06,0.172,0.497,83.414,4.0
spotify:track:4mnTMsp8Cgf9TNiQMhH11L,I Wish I Was a Punk Rocker (with Flowers in My Hair),Sandi Thom,spotify:album:2vh0Lg3vwmArk6KI0m9eb5,False,63,0.7,0.465,4.0,-6.815,1.0,0.358,0.544,0.0,0.606,0.719,108.102,4.0
spotify:track:69YyPU1oElukhL5jgMi2wA,Come Home with Me,Guy Sebastian,spotify:album:2ploE2Xfb4u43TnK7OAos3,False,35,0.706,0.719,2.0,-4.239,1.0,0.0573,0.00706,0.0,0.0377,0.495,126.112,4.0
spotify:track:40ay0VMg01sF2trze2DrNL,Drop the Boy,Bros,spotify:album:2Fge13BVj9xQN1VAzylpu5,False,30,0.553,0.843,7.0,-8.398,1.0,0.0489,0.00307,0.0,0.0818,0.834,177.113,4.0
spotify:track:66CFbqJScx6zRieGllITcs,See You Again (feat. Charlie Puth),"Wiz Khalifa, Charlie Puth",spotify:album:5Nwsra93UQYJ6xxcjcE10x,False,62,0.689,0.481,10.0,-7.503,1.0,0.0815,0.369,1.03e-06,0.0649,0.283,80.025,4.0
spotify:track:1KONmY3enP3r3nIPQidWAy,Now That We Found Love,"Heavy D & The Boyz, Aaron Hall",spotify:album:4bAwnTaD8QcruiVdb1zzzY,False,65,0.744,0.697,8.0,-14.753,1.0,0.0631,0.039,0.0,0.171,0.683,119.955,4.0
spotify:track:0FExfsU24F7hO8f1UOtApd,Love Letters,Billy Thorpe & The Aztecs,spotify:album:4Tzok4AlxCpo8YVFRWKk3a,False,12,0.379,0.494,10.0,-6.817,1.0,0.0271,0.685,6.33e-06,0.204,0.231,142.342,3.0
spotify:track:7s25THrKz86DM225dOYwnr,Respect,Aretha Franklin,spotify:album:5WndWfzGwCkHzAbQXVkg2V,False,80,0.805,0.558,0.0,-5.226,1.0,0.041,0.164,2.2e-05,0.0546,0.965,114.95,4.0
spotify:track:3h9mCACYWP4iDVFEBhyyYC,"Doin' The Do - 7"" Radio Mix",Betty Boo,spotify:album:6945nocZM0gGU8U9IG0gzp,False,37,0.801,0.961,10.0,-7.027,0.0,0.0604,0.00765,7.7e-05,0.0639,0.909,120.378,4.0
spotify:track:4qO03RMQm88DdpTJcxlglY,Call Me,Blondie,spotify:album:5HRB9TeaIHRBxfIm4XZTj6,False,77,0.56,0.825,2.0,-6.711,0.0,0.0347,0.000785,0.00246,0.0892,0.74,142.669,4.0
spotify:track:0JCAezTC5IlK1a9o0YBEsD,Don't Take It Personal (Just One of Dem Days),Monica,spotify:album:71mPApAzW9HkbUGdYzMQHb,False,61,0.731,0.355,8.0,-12.741,1.0,0.0603,0.00864,5.14e-05,0.0579,0.529,175.72,4.0
spotify:track:4dVbhS6OiYvFikshyaQaCN,My Hero,Foo Fighters,spotify:album:30ly6F6Xl0TKmyBCU50Khv,False,79,0.398,0.927,9.0,-4.212,1.0,0.0567,6.2e-05,0.000177,0.0575,0.311,77.106,4.0
spotify:track:2NniAhAtkRACaMeYt48xlD,50 Ways to Say Goodbye,Train,spotify:album:5zseibu9WEsPaZmkJUMkz1,False,71,0.591,0.935,6.0,-2.664,1.0,0.0478,0.000284,0.000278,0.142,0.736,140.043,4.0
spotify:track:6DU7X9yhp4xgkhNHJxgEOZ,House of the Rising Sun,Frijid Pink,spotify:album:0iJw85z9TeTC0aVrIbwEEf,False,33,0.254,0.761,7.0,-3.744,1.0,0.0472,0.0006,0.0004,0.265,0.412,118.752,4.0
spotify:track:6eypw7fGYBtYxD3dCE2pld,Do It Again,The Chemical Brothers,spotify:album:59BUTEyxgum2KPZMwrJjVr,False,54,0.867,0.714,4.0,-5.144,1.0,0.0662,0.0224,0.704,0.104,0.623,123.974,4.0
spotify:track:0EPZixF5ti4OsA8lYrerrg,Together We Are Beautiful,Fern Kinney,spotify:album:72s8oZlUJivGKedxe6qRHr,False,42,0.761,0.484,10.0,-14.976,1.0,0.0381,0.366,2.81e-05,0.189,0.826,110.45,4.0
spotify:track:0YWUf0FuvbOvAlrOAVaH8S,Keep It Comin' Love,KC & The Sunshine Band,spotify:album:1nxHfb1EerQyKdT1aLSXf6,False,54,0.773,0.721,3.0,-12.574,1.0,0.0294,0.232,1.61e-05,0.0349,0.971,110.383,4.0
